timestamp,ticksSince1970 (100ns),actionId,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z
0.0077753,17104088257382726,24,-0.940868,0.1554626,4.08608,349.7001,96.09995,8.677572E-07
3.376297,17104088290934329,24,-0.940868,0.1554626,4.08608,350.0001,96.19995,1.300416E-06
3.390218,17104088291084592,24,-0.940868,0.1554626,4.08608,350.3001,96.29995,8.661564E-07
3.406184,17104088291227354,24,-0.940868,0.1554626,4.08608,350.8001,96.39994,1.729798E-06
3.418877,17104088291347749,24,-0.940868,0.1554626,4.08608,351.2001,96.39995,1.295915E-06
3.430668,17104088291473276,24,-0.940868,0.1554626,4.08608,351.8001,96.49995,4.312961E-07
3.44628,17104088291639409,24,-0.940868,0.1554626,4.08608,352.5001,96.59995,4.305703E-07
3.461116,17104088291770574,24,-0.940868,0.1554626,4.08608,353.2001,96.69995,6.448664E-07
3.47375,17104088291901665,24,-0.940868,0.1554626,4.08608,353.8001,96.69995,1.073496E-06
3.487486,17104088292074855,24,-0.940868,0.1554626,4.08608,354.3001,96.69994,1.287024E-06
3.505102,17104088292216446,24,-0.940868,0.1554626,4.08608,354.9001,96.69994,1.28575E-06
3.518158,17104088292343181,24,-0.940868,0.1554626,4.08608,355.2001,96.59994,1.285168E-06
3.531545,17104088292498089,24,-0.940868,0.1554626,4.08608,355.5001,96.59994,1.28462E-06
3.548973,17104088292685526,24,-0.940868,0.1554626,4.08608,356.0001,96.49994,1.283787E-06
3.565298,17104088292813998,24,-0.940868,0.1554626,4.08608,356.4001,96.49994,1.283192E-06
3.577669,17104088292934861,24,-0.940868,0.1554626,4.08608,356.7001,96.39994,1.389686E-06
3.590119,17104088293070674,24,-0.940868,0.1554626,4.08608,357.0001,96.39994,1.282418E-06
3.606804,17104088293232146,24,-0.940868,0.1554626,4.08608,357.4001,96.39994,1.28198E-06
3.620351,17104088293375827,24,-0.940868,0.1554626,4.08608,357.6001,96.39994,1.174969E-06
3.635842,17104088293548017,24,-0.940868,0.1554626,4.08608,357.7001,96.39994,1.174885E-06
3.652189,17104088293683806,24,-0.940868,0.1554626,4.08608,357.9001,96.39995,9.611409E-07
3.664905,17104088293804578,24,-0.940868,0.1554626,4.08608,358.0001,96.39994,1.067867E-06
3.677087,17104088293930482,24,-0.940868,0.1554626,4.08608,358.3001,96.29994,1.121071E-06
3.69056,17104088294076421,24,-0.940868,0.1554626,4.08608,358.7001,95.99994,1.174241E-06
3.705831,17104088294222920,24,-0.940868,0.1554626,4.08608,359.2001,95.49995,1.174053E-06
3.718323,17104088294339231,24,-0.940868,0.1554626,4.08608,359.7001,94.99994,1.147274E-06
3.730632,17104088294473643,24,-0.940868,0.1554626,4.08608,0.1001097,94.49994,1.123915E-06
3.746565,17104088294640208,24,-0.940868,0.1554626,4.08608,0.6001098,93.69993,1.147321E-06
3.760867,17104088294765958,24,-0.940868,0.1554626,4.08608,1.00011,92.99993,1.120749E-06
3.773153,17104088294896832,24,-0.940868,0.1554626,4.08608,1.30011,92.39994,1.227616E-06
3.789224,17104088295083225,24,-0.940868,0.1554626,4.08608,1.70011,91.49993,1.387993E-06
3.805832,17104088295220180,24,-0.940868,0.1554626,4.08608,2.100109,90.59993,1.388315E-06
3.819302,17104088295350113,24,-0.940868,0.1554626,4.08608,2.300109,89.99994,1.388501E-06
3.831975,17104088295486463,24,-0.940868,0.1554626,4.08608,2.60011,89.39994,1.388812E-06
3.847801,17104088295656708,24,-0.940868,0.1554626,4.08608,2.800109,88.69993,1.175342E-06
3.862527,17104088295789168,24,-0.940868,0.1554626,4.08608,3.00011,88.09994,1.282418E-06
3.875022,17104088295909803,24,-0.940868,0.1554626,4.08608,3.10011,87.49994,1.175659E-06
3.888165,17104088296052010,24,-0.940868,0.1554626,4.08608,3.200109,86.99993,1.175772E-06
3.902968,17104088296200930,24,-0.940868,0.1554626,4.08608,3.300109,86.29993,1.175889E-06
3.916716,17104088296326819,24,-0.940868,0.1554626,4.08608,3.400109,85.69994,1.176009E-06
3.930268,17104088296472684,24,-0.940868,0.1554626,4.08608,3.500108,85.09994,9.622903E-07
3.945889,17104088296625295,24,-0.940868,0.1554626,4.08608,3.700108,84.59993,1.283336E-06
3.961279,17104088296781654,24,-0.940868,0.1554626,4.08608,3.900109,84.09994,1.069694E-06
3.97426,17104088296913099,24,-0.940868,0.1554626,4.08608,4.100109,83.79993,1.069955E-06
3.989166,17104088297069264,24,-0.940868,0.1554626,4.08608,4.300108,83.49993,1.07023E-06
4.003582,17104088297191683,24,-0.940868,0.1554626,4.08608,4.400108,83.39993,1.070372E-06
4.015126,17104088297300172,24,-0.940868,0.1554626,4.08608,4.400109,83.29993,1.070372E-06
4.036119,17104088297526486,24,-0.940868,0.1554626,4.08608,4.500109,83.29994,1.498724E-06
4.050769,17104088297673321,24,-0.940868,0.1554626,4.08608,4.50011,83.19994,1.712828E-06
4.065138,17104088297818646,24,-0.940868,0.1554626,4.08608,4.700109,83.09995,1.713309E-06
4.078242,17104088297955622,24,-0.940868,0.1554626,4.08608,5.000111,82.89994,1.285553E-06
4.093028,17104088298096637,24,-0.940868,0.1554626,4.08608,5.400111,82.69994,1.28637E-06
4.106116,17104088298218830,24,-0.940868,0.1554626,4.08608,5.90011,82.49995,1.287481E-06
4.117621,17104088298334174,24,-0.940868,0.1554626,4.08608,6.300112,82.19994,8.589611E-07
4.130832,17104088298475653,24,-0.940868,0.1554626,4.08608,6.800113,81.89994,1.289733E-06
4.146269,17104088298627537,24,-0.940868,0.1554626,4.08608,7.300112,81.59994,1.291126E-06
4.160581,17104088298769754,24,-0.940868,0.1554626,4.08608,7.700112,81.39994,1.723085E-06
