timestamp,ticksSince1970 (100ns),actionId,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z
0,17138018776508046,1,90,1.8583,0.01,1000
0.0075183,17138018776548213,0,471.7,17.93997,738.8375,0,0,0
0.5899984,17138018782324783,0,471.7004,17.93997,738.8762,0.6000001,0.6000001,0
0.6071887,17138018782456321,0,471.7018,17.93997,738.9278,1.4,2,0
0.6209145,17138018782598177,0,471.7043,17.93997,738.9689,2.1,4,0
0.6354306,17138018782733746,0,471.7088,17.93997,739.0123,2.9,7,-1.335732E-08
0.6477504,17138018782859760,0,471.7147,17.93997,739.0487,3.7,10.1,0
0.6617882,17138018783000127,0,471.7242,17.93997,739.0897,4.599999,14.5,0
0.675051,17138018783130610,0,471.7361,17.93997,739.1276,5.3,18.8,-2.143598E-07
0.6883309,17138018783261626,0,471.7511,17.93997,739.1646,5.899999,23.6,-4.291601E-07
0.7023896,17138018783407689,0,471.7701,17.93997,739.2022,6.399998,28.3,-3.221729E-07
0.7162526,17138018783543395,0,471.7916,17.93997,739.2379,6.899998,32.5,-2.150006E-07
0.7304224,17138018783686919,0,471.8159,17.93997,739.2726,7.299999,36.3,0
0.7415677,17138018783797393,0,471.8366,17.93997,739.299,7.699998,38.7,2.153855E-07
0.7547356,17138018783928664,0,471.8621,17.93997,739.3291,8.199998,40.8,0
0.76868,17138018784069246,0,471.8899,17.93997,739.3604,8.399998,42,2.15758E-07
0.7812734,17138018784194470,0,471.9152,17.93997,739.3884,8.499999,42.1,0
0.7924075,17138018784310141,0,471.9374,17.93997,739.4133,8.599998,41.5,2.158706E-07
0.8029337,17138018784410522,0,471.9579,17.93997,739.4374,8.499998,40.2,4.316279E-07
0.8156887,17138018784546105,0,471.9822,17.93997,739.467,8.499999,39.30001,4.316279E-07
0.8260305,17138018784641571,0,472.0019,17.93997,739.491,8.499999,39.30001,4.316279E-07
0.8365421,17138018784741923,0,472.0219,17.93997,739.5154,8.499999,39.30001,4.316279E-07
0.8475489,17138018784852549,0,472.0428,17.93997,739.5409,8.499999,39.30001,4.316279E-07
0.8584733,17138018784965000,0,472.0635,17.93997,739.5663,8.499999,39.30001,4.316279E-07
0.8686453,17138018785070346,0,472.0829,17.93997,739.5899,8.499999,39.30001,4.316279E-07
0.8818934,17138018785201502,0,472.108,17.93997,739.6207,8.499999,39.30001,4.316279E-07
0.8926668,17138018785306793,0,472.1285,17.93997,739.6457,8.499999,39.30001,4.316279E-07
0.9032274,17138018785412632,0,472.1485,17.93997,739.6702,8.499999,39.30001,4.316279E-07
0.9134233,17138018785512989,0,472.1679,17.93997,739.6939,8.499999,39.30001,4.316279E-07
0.9240538,17138018785623530,0,472.1881,17.93997,739.7186,8.499999,39.30001,4.316279E-07
0.9374229,17138018785758790,0,472.2135,17.93997,739.7496,8.499999,39.30001,4.316279E-07
0.9495953,17138018785884143,0,472.2366,17.93997,739.7779,8.499999,39.30001,4.316279E-07
0.9612501,17138018785999761,0,472.2588,17.93997,739.8049,8.499999,39.30001,4.316279E-07
0.9764172,17138018786150286,0,472.2875,17.93997,739.8403,8.499999,38.90001,6.474418E-07
0.9865296,17138018786245657,0,472.3065,17.93997,739.8639,8.499999,39,6.474418E-07
1.001529,17138018786401310,0,472.3352,17.93997,739.8986,8.6,40.00001,6.476117E-07
1.011919,17138018786502353,0,472.3555,17.93997,739.9222,8.799999,40.80001,0
1.024287,17138018786622735,0,472.3802,17.93997,739.95,9.000001,42.00001,0
1.03731,17138018786753189,0,472.4067,17.93997,739.9786,9.100001,43.2,0
1.05001,17138018786883699,0,472.4331,17.93997,740.006,9.099999,44.10001,4.323282E-07
1.063859,17138018787019112,0,472.4624,17.93997,740.0355,9.099999,45.10001,6.484923E-07
1.075686,17138018787139650,0,472.4878,17.93997,740.0603,9.099999,45.8,4.323282E-07
1.091395,17138018787300289,0,472.5219,17.93997,740.0928,9.2,46.60001,6.486745E-07
1.10485,17138018787430816,0,472.5514,17.93997,740.1205,9.2,47.00001,2.162248E-07
1.11726,17138018787556134,0,472.5786,17.93997,740.1458,9.200002,47.10001,-4.324498E-07
