timestamp,ticksSince1970 (100ns),actionId,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z
0.0039384,17136873622079594,3,471.7,17.93997,738.8375,0,0,0
1.674493,17136873638734578,3,471.7,17.93997,738.8375,0,0.1,0
1.698327,17136873638960515,3,471.7,17.93997,738.8375,0.1,0.1,2.605514E-11
1.71036,17136873639080825,3,471.7,17.93997,738.8375,0.1,0.1,5.211028E-11
1.723193,17136873639211317,3,471.7,17.93997,738.8375,0.1,0.2000001,1.042206E-10
1.734681,17136873639332292,3,471.7,17.93997,738.8375,0.2,0.3000001,1.563316E-10
1.746485,17136873639447715,3,471.7,17.93997,738.8375,0.3,0.5000001,1.042218E-10
1.759807,17136873639582898,3,471.7,17.93997,738.8375,0.5,0.8000002,0
1.770875,17136873639683229,3,471.7,17.93997,738.8375,0.5999999,1.2,-4.169045E-10
1.782658,17136873639803883,3,471.7,17.93997,738.8375,0.8,1.6,0
1.794687,17136873639924155,3,471.7,17.93997,738.8375,1.1,2.300001,1.667834E-09
1.808114,17136873640060018,3,471.7,17.93997,738.8375,1.4,3.000001,1.000815E-08
1.819514,17136873640176014,3,471.7,17.93997,738.8375,1.7,3.700001,3.336522E-09
1.831195,17136873640286487,3,471.7,17.93997,738.8375,2,4.400002,6.674172E-09
1.842167,17136873640406865,3,471.7,17.93997,738.8375,2.3,5.100002,1.335097E-08
1.854476,17136873640532261,3,471.7,17.93997,738.8375,2.599999,5.800001,0
1.867964,17136873640662659,3,471.7,17.93997,738.8375,2.799999,6.499999,-2.671231E-08
1.878427,17136873640762975,3,471.7,17.93997,738.8375,2.899999,6.9,-1.335732E-08
1.88894,17136873640868167,3,471.7,17.93997,738.8375,2.899998,7.1,-2.671464E-08
1.901159,17136873640988478,3,471.7,17.93997,738.8375,2.999999,7.399999,-1.335852E-08
1.914349,17136873641118786,3,471.7,17.93997,738.8375,2.999999,7.600001,1.335852E-08
1.927112,17136873641244131,3,471.7,17.93997,738.8375,2.999998,7.800003,4.007556E-08
1.938869,17136873641364483,3,471.7,17.93997,738.8375,3.099998,8.000004,9.351835E-08
1.952491,17136873641504804,3,471.7,17.93997,738.8375,3.099998,8.300001,6.679882E-08
1.964628,17136873641625013,3,471.7,17.93997,738.8375,3.099998,8.600002,8.015856E-08
1.976251,17136873641745264,3,471.7,17.93997,738.8375,3.099998,8.800002,1.068781E-07
1.98964,17136873641880705,3,471.7,17.93997,738.8375,3.099998,9.100001,1.335976E-07
2.000294,17136873641985982,3,471.7,17.93997,738.8375,3.099998,9.300001,8.015857E-08
2.013361,17136873642111357,3,471.7,17.93997,738.8375,2.999998,9.600001,5.343407E-08
2.024805,17136873642226761,3,471.7,17.93997,738.8375,2.999997,9.800001,1.068681E-07
2.037935,17136873642356988,3,471.7,17.93997,738.8375,2.799998,10.1,1.602739E-07
2.0492,17136873642477270,3,471.7,17.93997,738.8375,2.699997,10.3,1.602605E-07
2.0617,17136873642592631,3,471.7,17.93997,738.8375,2.599998,10.6,1.869554E-07
2.072857,17136873642707884,3,471.7,17.93997,738.8375,2.499998,10.9,1.869409E-07
2.087096,17136873642853433,3,471.7,17.93997,738.8375,2.399998,11.3,1.335193E-07
2.097698,17136873642958782,3,471.7,17.93997,738.8375,2.299998,11.7,1.335097E-07
2.110482,17136873643084144,3,471.7,17.93997,738.8375,2.199998,12.2,1.602006E-07
2.120885,17136873643194411,3,471.7,17.93997,738.8375,2.099998,12.5,1.601901E-07
2.132256,17136873643299695,3,471.7,17.93997,738.8375,2.099997,13,1.601901E-07
2.143567,17136873643415065,3,471.7,17.93997,738.8375,1.999997,13.4,1.067868E-07
2.156578,17136873643550434,3,471.7,17.93997,738.8375,1.999997,13.9,1.067868E-07
2.169215,17136873643670971,3,471.7,17.93997,738.8375,1.999997,14.4,1.601801E-07
2.180847,17136873643786260,3,471.7,17.93997,738.8375,1.899997,14.9,1.067804E-07
2.19267,17136873643906533,3,471.7,17.93997,738.8375,1.899997,15.4,8.008531E-08
2.206001,17136873644036984,3,471.7,17.93997,738.8375,1.899997,15.89999,0
2.219332,17136873644168755,3,471.7,17.93997,738.8375,1.799997,16.49999,5.33872E-08
2.231776,17136873644299573,3,471.7,17.93997,738.8375,1.499997,16.99999,1.334479E-08
2.243516,17136873644419883,3,471.7,17.93997,738.8375,1.199997,16.99999,-4.002942E-08
2.254653,17136873644530289,3,471.7,17.93997,738.8375,0.799997,16.59999,-2.668303E-08
2.266476,17136873644650653,3,471.7,17.93997,738.8375,0.09999689,15.59999,-2.918176E-08
2.278198,17136873644761005,3,471.7,17.93997,738.8375,359.4,14.49999,-1.334095E-08
2.290777,17136873644896338,3,471.7028,17.93997,738.8482,359.4,14.5,-2.001142E-08
2.301576,17136873644991511,3,471.7109,17.93997,738.8796,359.4,14.5,-2.001142E-08
2.312362,17136873645101793,3,471.719,17.93997,738.9109,359.4,14.5,-4.002283E-08
2.324521,17136873645222150,3,471.7282,17.93997,738.9463,359.4,14.5,-6.670471E-08
2.336104,17136873645337516,3,471.7369,17.93997,738.9799,359.4,14.5,-9.338661E-08
2.346967,17136873645452809,3,471.745,17.93997,739.0115,359.4,14.5,-1.200685E-07
2.360811,17136873645589087,3,471.7554,17.93997,739.0517,359.4,14.5,-1.467504E-07
2.372932,17136873645709328,3,471.7645,17.93997,739.0869,359.4,14.5,-1.734323E-07
2.383889,17136873645814581,3,471.7728,17.93997,739.1188,359.4,14.5,-1.934437E-07
2.395869,17136873645935108,3,471.7818,17.93997,739.1536,359.4,14.5,-1.934437E-07
2.408985,17136873646065462,3,471.7917,17.93997,739.1917,359.4,14.5,-1.934437E-07
2.421,17136873646185864,3,471.8007,17.93997,739.2266,359.4,14.5,-1.934437E-07
2.431734,17136873646296135,3,471.8087,17.93997,739.2577,359.4,14.5,-1.934437E-07
2.442559,17136873646401315,3,471.8169,17.93997,739.2891,359.4,14.5,-1.934437E-07
2.45458,17136873646531537,3,471.8259,17.93997,739.324,359.3,14.29999,-1.867769E-07
2.466974,17136873646657648,3,471.8347,17.93997,739.3602,359.3,13.49999,-1.934475E-07
2.479214,17136873646763040,3,471.8431,17.93997,739.3959,359.2,13.19999,-1.93452E-07
2.490644,17136873646883390,3,471.851,17.93997,739.4293,359.2,13.19999,-1.801104E-07
2.503378,17136873647013735,3,471.8596,17.93997,739.4666,359.2,13.19999,-1.667689E-07
2.513681,17136873647109043,3,471.8667,17.93997,739.4967,359.2,13.19998,-1.667689E-07
2.525007,17136873647224389,3,471.8745,17.93997,739.5297,359.2,13.19998,-1.534274E-07
2.537241,17136873647349776,3,471.8828,17.93997,739.5655,359.3,13.19998,-1.467533E-07
2.549554,17136873647475143,3,471.8913,17.93997,739.6014,359.4,13.19998,-1.334094E-07
2.56078,17136873647590424,3,471.899,17.93997,739.6342,359.7,13.19998,-1.367391E-07
2.571915,17136873647700724,3,471.9065,17.93997,739.6667,-2.649593E-06,13.09998,-1.376596E-07
2.582529,17136873647803209,3,471.9137,17.93997,739.6978,0.3999974,13.09998,-1.434108E-07
2.594501,17136873647923543,3,471.9219,17.93997,739.7327,0.9999974,13.09998,-1.467647E-07
2.607784,17136873648058720,3,471.9309,17.93997,739.7715,1.599997,13.09998,-1.60145E-07
2.618544,17136873648158973,3,471.9382,17.93997,739.803,2.099997,13.09998,-1.868885E-07
2.629516,17136873648274359,3,471.9457,17.93997,739.835,2.599997,13.09998,-1.602475E-07
2.639981,17136873648384741,3,471.9529,17.93997,739.8656,2.999997,13.09998,-1.335852E-07
